!SIL	sil
<unk>	spn
artystyczny	a r t i2 s t i2 tS n i2
artystycznych	a r t i2 s t i2 tS n i2 h
artystycznym	a r t i2 s t i2 tS n i2 m
artystyczną	a r t i2 s t i2 tS n oc5
artystów	a r t i2 s t u v
artystą	a r t i2 s t oc5
artystę	a r t i2 s t e
artyści	a r t i2 sj tsj i
arystokracja	a r i2 s t o k r a c j a
arystotelesa	a r i2 s t o t e l e s a
arystotelesowsko-tomistyczna	a r i2 s t o t e l e s o v s k o t o m i s t i2 tS n a
arytmetyka	a r i2 t m e t i2 k a
as-sahaf	a s s a h a f
asahi	a s a h j
asfera	a s f e r a
asia	a tsj a
aspekt	a s p e k t
aspektach	a s p e k t a h
aspektem	a s p e k t e m
aspekty	a s p e k t i2
aspektów	a s p e k t u v
aspiracje	a s p i r a c j e
aspiracjom	a s p i r a c j o m
aspirującym	a s p i r u j oc5 c i2 m
aspołeczność	a s p o w e tS n o sj tsj
aspołeczny	a s p o w e tS n i2
associated	a S o tsj a t e d
astr	a s t r
astronomii	a s t r o n o m i i
astygmatyzm	a s t i2 g m a t i2 z m
asygnaty	a s i2 g n a t i2
asygnatą	a s i2 g n a t oc5
asygnatę	a s i2 g n a t e
asymetryczne	a s i2 m e t r i2 tS n e
asynchronicznych	a s i2 n h r o n i tS n i2 h
asystenci	a s i2 s t e n tsj i
asystenta	a s i2 s t e n t a
asystentem	a s i2 s t e n t e m
asłachanow	a s w a h a n o v
asłachanowa	a s w a h a n o v a
asłan	a s w a n
asłana	a s w a n a
asłanbek	a s w a n b e k
asłanbeka	a s w a n b e k a
at	a t e
atak	a t a k
atakach	a t a k a h
ataki	a t a k i
atakiem	a t a k i e m
atakom	a t a k o m
atakowali	a t a k o v a l j
atakowani	a t a k o v a n i
atakowano	a t a k o v a n o
atakować	a t a k o v a tsj
atakował	a t a k o v a w
atakowała	a t a k o v a w a
ataku	a t a k u
atakują	a t a k u j oc5
atakujące	a t a k u j oc5 c e
ateistami	a t e i s t a m i
ateizację	a t e i z a c j e
aten	a t e n
atenach	a t e n a h
ateński	a t e n~ s k i
athens	a t h e n s
atlantyku	a t l a n t i2 k u
atlas	a t l a s
atlasa	a t l a s a
atlasie	a t l a sj e
atlasowych	a t l a s o v i2 h
atmosfer	a t m o s f e r
atmosfera	a t m o s f e r a
atmosfery	a t m o s f e r i2
atmosferze	a t m o s f e Z e
atmosferę	a t m o s f e r e
atoli	a t o l j
atomowe	a t o m o v e
atomowego	a t o m o v e g o
atomowej	a t o m o v e j
atrakcja	a t r a k c j a
atrakcje	a t r a k c j e
atrakcji	a t r a k c j i
atrakcją	a t r a k c j oc5
atrakcyjna	a t r a k c i2 j n a
atrakcyjne	a t r a k c i2 j n e
atrakcyjnie	a t r a k c i2 j n i e
atrakcyjny	a t r a k c i2 j n i2
atrakcyjnych	a t r a k c i2 j n i2 h
atropina	a t r o p i n a
atutem	a t u t e m
atutu	a t u t u
audio	a u d j o
audycje	a u d i2 c j e
audytorskich	a u d i2 t o r s k i h
augusta	a u g u s t a
aukcji	a u k c j i
auli	a u l j
aurea	a u r e a
aury	a u r i2
auschwitz	a u s h v i t z
auspicjami	a u s p i c j a m i
australii	a u s t r a l j i
australijczycy	a u s t r a l j j tS i2 c i2
australijkę	a u s t r a l j j k e
austria	a u s t r j a
austriacka	a u s t r j a c k a
austriacki	a u s t r j a c k i
austriackich	a u s t r j a c k i h
austriackiego	a u s t r j a c k i e g o
austriackiej	a u s t r j a c k i e j
austriackim	a u s t r j a c k i m
austriaczka	a u s t r j a tS k a
austriak	a u s t r j a k
austriakiem	a u s t r j a k i e m
austriakom	a u s t r j a k o m
austriaków	a u s t r j a k u v
austrii	a u s t r j i
austrią	a u s t r j oc5
austrię	a u s t r j e
aut	a u t
auta	a u t a
autami	a u t a m i
autentyczne	a u t e n t i2 tS n e
autentycznej	a u t e n t i2 tS n e j
autentycznie	a u t e n t i2 tS n i e
autentyczny	a u t e n t i2 tS n i2
autentycznych	a u t e n t i2 tS n i2 h
autentycznym	a u t e n t i2 tS n i2 m
autentyczną	a u t e n t i2 tS n oc5
authorising	a u t h o r j sj i n g
auto	a u t o
auto-moto	a u t o m o t o
autobiografii	a u t o b i o g r a f i i
autobus	a u t o b u s
autobusami	a u t o b u s a m i
autobusem	a u t o b u s e m
autobusie	a u t o b u sj e
autobusowa	a u t o b u s o v a
autobusowego	a u t o b u s o v e g o
autobusowych	a u t o b u s o v i2 h
autobusu	a u t o b u s u
autobusy	a u t o b u s i2
autobusów	a u t o b u s u v
autokarów	a u t o k a r u v
autokefalicznego	a u t o k e f a l j tS n e g o
autokoza	a u t o k o z a
automatem	a u t o m a t e m
automatyczne	a u t o m a t i2 tS n e
automatycznej	a u t o m a t i2 tS n e j
automatycznie	a u t o m a t i2 tS n i e
automatyczny	a u t o m a t i2 tS n i2
automatycznych	a u t o m a t i2 tS n i2 h
automatyczną	a u t o m a t i2 tS n oc5
automatyki	a u t o m a t i2 k i
automobil	a u t o m o b i l
automobilem	a u t o m o b i l e m
automobilu	a u t o m o b i l u
automobilów	a u t o m o b i l u v
autonomiczne	a u t o n o m i tS n e
autonomicznych	a u t o n o m i tS n i2 h
autonomii	a u t o n o m i i
autonomistami	a u t o n o m i s t a m i
autoprezentacja	a u t o p r e z e n t a c j a
autoprezentacji	a u t o p r e z e n t a c j i
autopromocja	a u t o p r o m o c j a
autopsji	a u t o p s j i
autor	a u t o r
autora	a u t o r a
autorami	a u t o r a m i
autorem	a u t o r e m
autorka	a u t o r k a
autorowi	a u t o r o v i
autorskich	a u t o r s k i h
autorskie	a u t o r s k i e
autorstwa	a u t o r s t f a
autorytarnym	a u t o r i2 t a r n i2 m
autorytecie	a u t o r i2 t e tsj e
autorytet	a u t o r i2 t e t
autorytetem	a u t o r i2 t e t e m
autorytetu	a u t o r i2 t e t u
autorytety	a u t o r i2 t e t i2
autorytetów	a u t o r i2 t e t u v
autorzy	a u t o Z i2
autorów	a u t o r u v
autostrad	a u t o s t r a d
autostradach	a u t o s t r a d a h
autostrady	a u t o s t r a d i2
autostradzie	a u t o s t r a dzj e
autostradą	a u t o s t r a d oc5
awangarda	a v a n g a r d a
awangardowe	a v a n g a r d o v e
awangardową	a v a n g a r d o v oc5
awans	a v a n s
awansach	a v a n s a h
awansowali	a v a n s o v a l j
awansował	a v a n s o v a w
awansu	a v a n s u
awansów	a v a n s u v
awantur	a v a n t u r
awantury	a v a n t u r i2
awaria	a v a r j a
awaryjnością	a v a r i2 j n o sj tsj oc5
awaryjnych	a v a r i2 j n i2 h
awiwu	a v i v u
aws	a v u e s
axel	a k s e l
az	a z
azeglio	a z e g l j o
azerbejdżanu	a z e r b e j dZ a n u
azjatycką	a z j a t i2 c k oc5
azji	a z j i
azotu	a z o t u
azyl	a z i2 l
aż	a S
b	b
b	b e
b-moll	b m o l l
ba	b a
baas	b a a s
baba	b a b a
babcia	b a p tsj i a
babicz	b a b i tS
babią	b a b i oc5
babranie	b a b r a n i e
babrać	b a b r a tsj
babską	b a b s k oc5
babę	b a b e
bacowie	b a c o v i e
bacówki	b a c u v k i
bad	b a d
bada	b a d a
badacza	b a d a tS a
badacze	b a d a tS e
badaczy	b a d a tS i2
badają	b a d a j oc5
badającej	b a d a j oc5 c e j
badającą	b a d a j oc5 c oc5
badali	b a d a l j
badana	b a d a n a
badania	b a d a n i a
badaniach	b a d a n i a h
badaniami	b a d a n i a m i
badanie	b a d a n i e
badawcze	b a d a v tS e
badał	b a d a w
badań	b a d a n~
baden	b a d e n
baduszkowa	b a d u S k o v a
bagatelizowali	b a g a t e l j z o v a l j
bagażem	b a g a Z e m
bagażowego	b a g a Z o v e g o
bagażowy	b a g a Z o v i2
bagażu	b a g a Z u
bagdad	b a g d a d
bagdadem	b a g d a d e m
bagdadu	b a g d a d u
bagdadzie	b a g d a dzj e
bagdadzkiego	b a g d a dz k i e g o
bagdadzkim	b a g d a dz k i m
bagienku	b a g i e n k u
bagnet	b a g n e t
bagnetem	b a g n e t e m
bagramie	b a g r a m i e
bahrem	b a h r e m
bakałarz	b a k a w a S
bakałarzu	b a k a w a Z u
bakteria	b a k t e r j a
bakterie	b a k t e r j e
bakterii	b a k t e r j i
bakterią	b a k t e r j oc5
bakterię	b a k t e r j e
baku	b a k u
bal	b a l
balast	b a l a s t
balasz	b a l a S
balazs	b a l a z s
balazsowi	b a l a z s o v i
balcerowicz	b a l c e r o v i tS
balcerowicza	b a l c e r o v i tS a
balcerowiczu	b a l c e r o v i tS u
bale	b a l e
balem	b a l e m
baletu	b a l e t u
bali	b a l j
balic	b a l j c
balickim	b a l j c k i m
balkon	b a l k o n
balkonach	b a l k o n a h
balkonie	b a l k o n i e
balona	b a l o n a
balonika	b a l o n i k a
balony	b a l o n i2
balonów	b a l o n u v
balowej	b a l o v e j
balowiczów	b a l o v i tS u v
balsam	b a l s a m
balu	b a l u
balującym	b a l u j oc5 c i2 m
banalna	b a n a l n a
banalnego	b a n a l n e g o
banalną	b a n a l n oc5
banaś	b a n a sj
banderę	b a n d e r e
bandyci	b a n d i2 tsj i
bandyckich	b a n d i2 c k i h
bandytach	b a n d i2 t a h
bandytami	b a n d i2 t a m i
bandyty	b a n d i2 t i2
bandytów	b a n d i2 t u v
bandytę	b a n d i2 t e
bandzie	b a n dzj e
bank	b a n k
bankach	b a n k a h
bankami	b a n k a m i
banki	b a n k i
bankiem	b a n k i e m
banknotem	b a n k n o t e m
banknoty	b a n k n o t i2
bankom	b a n k o m
bankowa	b a n k o v a
bankowcy	b a n k o v c i2
bankowców	b a n k o v c u v
bankowego	b a n k o v e g o
bankowi	b a n k o v i
bankowości	b a n k o v o sj tsj i
bankowy	b a n k o v i2
bankowych	b a n k o v i2 h
bankruci	b a n k r u tsj i
bankructw	b a n k r u c t f
bankructwa	b a n k r u c t f a
bankrutuje	b a n k r u t u j e
bankrutujące	b a n k r u t u j oc5 c e
banku	b a n k u
banków	b a n k u v
baptystów	b a p t i2 s t u v
bar	b a r
barach	b a r a h
baradei	b a r a d e i
barajewa	b a r a j e v a
barajewem	b a r a j e v e m
barakiem	b a r a k i e m
barana	b a r a n a
baranami	b a r a n a m i
baranowicz	b a r a n o v i tS
baranowski	b a r a n o v s k i
barbara	b a r b a r a
barcikowski	b a r tsj i k o v s k i
barcikowskiego	b a r tsj i k o v s k i e g o
bardeckiego	b a r d e c k i e g o
bardo	b a r d o
bardziej	b a r dzj e j
bardzo	b a r dz o
bariera	b a r j e r a
bariery	b a r j e r i2
barki	b a r k i
barku	b a r k u
barnes	b a r n e s
barona	b a r o n a
baronowej	b a r o n o v e j
barszcz	b a r S tS
bartoszewski	b a r t o S e v s k i
barw	b a r v
barwach	b a r v a h
barwne	b a r v n e
barwą	b a r v oc5
barykady	b a r i2 k a d i2
barytonowej	b a r i2 t o n o v e j
baryłki	b a r i2 w k i
barze	b a Z e
basajew	b a s a j e v
basajewa	b a s a j e v a
basenie	b a s e n i e
basenowej	b a s e n o v e j
baseny	b a s e n i2
basenów	b a s e n u v
baskami	b a s k a m i
basowego	b a s o v e g o
basowej	b a s o v e j
basry	b a s r i2
basrze	b a s Z e
basrą	b a s r oc5
basrę	b a s r e
bastionem	b a s t j o n e m
basztowej	b a S t o v e j
basztą	b a S t oc5
batalia	b a t a l j a
batalion	b a t a l j o n
batalionów	b a t a l j o n u v
batalię	b a t a l j e
bateriach	b a t e r j a h
batkiwszczyzny	b a t k i v S tS i2 z n i2
batorego	b a t o r e g o
batory	b a t o r i2
battery	b a t t e r i2
batutą	b a t u t oc5
bau-industrie	b a u i n d u s t r j e
baume	b a u m e
bavorova	b a f o r o f a
bawarii	b a v a r j i
bawarskim	b a v a r s k i m
bawili	b a v i l j
bawią	b a v i oc5
bawić	b a v i tsj
bawił	b a v i w
baz	b a z
baza	b a z a
bazar	b a z a r
bazarach	b a z a r a h
bazarze	b a z a Z e
bazie	b a zj e
bazy	b a z i2
bazylice	b a z i2 l j c e
bazylika	b a z i2 l j k a
bazyliki	b a z i2 l j k i
bazyliką	b a z i2 l j k oc5
bazą	b a z oc5
bał	b a w
bałaganu	b a w a g a n u
bałkanach	b a w k a n a h
bałkany	b a w k a n i2
bałtyckiej	b a w t i2 c k i e j
bałtyku	b a w t i2 k u
bańka	b a n~ k a
bbc	b e b e c e
beata	b e a t a
beatlesi	b e a t l e sj i
beaty	b e a t i2
bebechach	b e b e h a h
beczce	b e tS c e
beethoven	b e e t h o f e n
beethovenowski	b e e t h o f e n o v s k i
beger	b e g e r
beidaihe	b e i d a i h e
beit	b e i t
bejrucie	b e j r u tsj e
beklen	b e k l e n
bekonem	b e k o n e m
belemnity	b e l e m n i t i2
belgia	b e l g i a
belgii	b e l g i i
belgowie	b e l g o v i e
belgradzie	b e l g r a dzj e
belgów	b e l g u v
belką	b e l k oc5
belkę	b e l k e
beludżystan	b e l u dZ i2 s t a n
beludżystanie	b e l u dZ i2 s t a n i e
ben	b e n
beneficjentami	b e n e f i c j e n t a m i
benita	b e n i t a
benjamin	b e n j a m i n
bentkowski	b e n t k o v s k i
benzyn	b e n z i2 n
benzynowe	b e n z i2 n o v e
benzyny	b e n z i2 n i2
benzyną	b e n z i2 n oc5
berehach	b e r e h a h
berehami	b e r e h a m i
berehy	b e r e h i2
berehów	b e r e h u v
bergerac	b e r g e r a c
bergson	b e r g s o n
berlingske	b e r l j n g s k e
berlinie	b e r l j n i e
berliński	b e r l j n~ s k i
berlińskiego	b e r l j n~ s k i e g o
berlusconi	b e r l u s c o n i
berlusconiego	b e r l u s c o n i e g o
bermesa	b e r m e s a
bernardynów	b e r n a r d i2 n u v
beskid	b e s k i d
beskidach	b e s k i d a h
beskidy	b e s k i d i2
beskidzka	b e s k i dz k a
beskidzkiej	b e s k i dz k i e j
beskidów	b e s k i d u v
bestie	b e s t j e
beszamelem	b e S a m e l e m
betlejem	b e t l e j e m
betlejemska	b e t l e j e m s k a
beton	b e t o n
betoniarkę	b e t o n i a r k e
betonowymi	b e t o n o v i2 m i
betonu	b e t o n u
betonów	b e t o n u v
bez	b e z
bezboleśnie	b e z b o l e sj n i e
bezbronny	b e z b r o n n i2
bezcennym	b e z c e n n i2 m
bezczelne	b e z tS e l n e
bezczelni	b e z tS e l n i
bezczelnością	b e z tS e l n o sj tsj oc5
bezczynności	b e z tS i2 n n o sj tsj i
bezczynnością	b e z tS i2 n n o sj tsj oc5
bezczynność	b e z tS i2 n n o sj tsj
bezdomne	b e z d o m n e
bezdomnej	b e z d o m n e j
bezdomni	b e z d o m n i
bezdomny	b e z d o m n i2
bezdomnych	b e z d o m n i2 h
bezdomnym	b e z d o m n i2 m
bezdyskusyjnym	b e z d i2 s k u s i2 j n i2 m
bezhołowie	b e z h o w o v i e
bezideowi	b e zj i d e o v i
bezinteresowna	b e zj i n t e r e s o v n a
bezinteresownej	b e zj i n t e r e s o v n e j
bezinteresownie	b e zj i n t e r e s o v n i e
bezinteresowność	b e zj i n t e r e s o v n o sj tsj
bezkarność	b e z k a r n o sj tsj
bezkarny	b e z k a r n i2
bezkompromisowym	b e z k o m p r o m i s o v i2 m
bezkresie	b e z k r e sj e
bezludny	b e z l u d n i2
bezmyślnego	b e z m i2 sj l n e g o
beznadziejnym	b e z n a dzj e j n i2 m
bezogoniastej	b e z o g o n i a s t e j
bezołowiowych	b e z o w o v i o v i2 h
bezpartyjni	b e z p a r t i2 j n i
bezpieczeństwa	b e z p i e tS e n~ s t f a
bezpieczeństwie	b e z p i e tS e n~ s t f i e
bezpieczeństwo	b e z p i e tS e n~ s t f o
bezpieczna	b e z p i e tS n a
bezpieczne	b e z p i e tS n e
bezpiecznego	b e z p i e tS n e g o
bezpiecznej	b e z p i e tS n e j
bezpiecznie	b e z p i e tS n i e
bezpieczniejsze	b e z p i e tS n i e j S e
bezpieczny	b e z p i e tS n i2
bezpiecznym	b e z p i e tS n i2 m
bezpośrednich	b e z p o sj r e d n i h
bezpośrednie	b e z p o sj r e d n i e
bezpośredniego	b e z p o sj r e d n i e g o
bezpośredniej	b e z p o sj r e d n i e j
bezpośrednim	b e z p o sj r e d n i m
bezpośrednimi	b e z p o sj r e d n i m i
bezpośrednio	b e z p o sj r e d n i o
bezpośrednią	b e z p o sj r e d n i oc5
bezprawne	b e z p r a v n e
bezprawnej	b e z p r a v n e j
bezprawnie	b e z p r a v n i e
bezprawnymi	b e z p r a v n i2 m i
bezprizornych	b e z p r j z o r n i2 h
bezprzewodowy	b e z p S e v o d o v i2
bezpłatne	b e z p w a t n e
bezpłatnego	b e z p w a t n e g o
bezpłatnie	b e z p w a t n i e
bezpłatnych	b e z p w a t n i2 h
bezpłatną	b e z p w a t n oc5
bezpłatych	b e z p w a t i2 h
bezradni	b e z r a d n i
bezradnie	b e z r a d n i e
bezradności	b e z r a d n o sj tsj i
bezradnością	b e z r a d n o sj tsj oc5
bezradność	b e z r a d n o sj tsj
bezradny	b e z r a d n i2
bezradnych	b e z r a d n i2 h
bezrobocia	b e z r o b o tsj a
bezrobocie	b e z r o b o tsj e
bezrobociem	b e z r o b o tsj e m
bezrobotni	b e z r o b o t n i
bezrobotny	b e z r o b o t n i2
bezrobotnych	b e z r o b o t n i2 h
bezruch	b e z r u h
bezsensownych	b e z s e n s o v n i2 h
bezsilny	b e z sj i l n i2
bezskutecznie	b e z s k u t e tS n i e
bezsprzecznym	b e z s p S e tS n i2 m
bezssensowną	b e z S e n s o v n oc5
bezterminowo	b e z t e r m i n o v o
beztroską	b e z t r o s k oc5
bezwarunkowe	b e z v a r u n k o v e
bezwietrzna	b e z v i e t S n a
bezwietrznie	b e z v i e t S n i e
bezwstydnie	b e z v s t i2 d n i e
bezwzględni	b e z v z g l eo5 d n i
bezwzględnie	b e z v z g l eo5 d n i e
bezwzględnych	b e z v z g l eo5 d n i2 h
bezwzględną	b e z v z g l eo5 d n oc5
bezzasadne	b e z z a s a d n e
bezładną	b e z w a d n oc5
bhp	b e h a p e
bhp	b h p
bianchi	b i a n h j
białasa	b i a w a s a
białawo-szare	b i a w a v o S a r e
białe	b i a w e
białego	b i a w e g o
białej	b i a w e j
białko	b i a w k o
białkowych	b i a w k o v i2 h
białorusi	b i a w o r u sj i
białorusinów	b i a w o r u sj i n u v
białorusią	b i a w o r u tsj oc5
białoruski	b i a w o r u s k i
białoruskich	b i a w o r u s k i h
białoruskie	b i a w o r u s k i e
białoruskiej	b i a w o r u s k i e j
białoruś	b i a w o r u sj
biały	b i a w i2
białych	b i a w i2 h
białym	b i a w i2 m
białymi	b i a w i2 m i
białą	b i a w oc5
biblijnych	b i b l j j n i2 h
biblioteczne	b i b l j o t e tS n e
bibliotecznej	b i b l j o t e tS n e j
bibliotecznych	b i b l j o t e tS n i2 h
biblioteczną	b i b l j o t e tS n oc5
bibliotek	b i b l j o t e k
biblioteka	b i b l j o t e k a
bibliotekach	b i b l j o t e k a h
biblioteki	b i b l j o t e k i
biblioteką	b i b l j o t e k oc5
bici	b i tsj i
bicia	b i tsj a
biczami	b i tS a m i
bieda	b i e d a
biedna	b i e d n a
biednego	b i e d n e g o
biedni	b i e d n i
biednych	b i e d n i2 h
biednym	b i e d n i2 m
biedną	b i e d n oc5
biedy	b i e d i2
biedą	b i e d oc5
bieg	b i e g
biega	b i e g a
biegają	b i e g a j oc5
biegające	b i e g a j oc5 c e
biegiem	b i e g i e m
biegnącą	b i e g n oc5 c oc5
biegu	b i e g u
biegunka	b i e g u n k a
biegłego	b i e g w e g o
biegły	b i e g w i2
bielański	b i e l a n~ s k i
bielecki	b i e l e c k i
bieleckiego	b i e l e c k i e g o
bieliki	b i e l j k i
bielinka	b i e l j n k a
bielizną	b i e l j z n oc5
bielska	b i e l s k a
bielska-białej	b i e l s k a b i a w e j
bielsku	b i e l s k u
bierbaum	b i e r b a u m
bierdiajew	b i e r d j a j e v
bierdiajewa	b i e r d j a j e v a
biernat	b i e r n a t
biernata	b i e r n a t a
biernatem	b i e r n a t e m
biernatowi	b i e r n a t o v i
bierne	b i e r n e
biernej	b i e r n e j
bieruta	b i e r u t a
bierze	b i e Z e
bierzącego	b i e Z oc5 c e g o
biesiada	b i e tsj a d a
biesiadną	b i e tsj a d n oc5
bieszczadach	b i e S tS a d a h
bieszczady	b i e S tS a d i2
bieszczadzkiego	b i e S tS a dz k i e g o
bieszczadzką	b i e S tS a dz k oc5
bieszczadów	b i e S tS a d u v
bieżanów	b i e Z a n u v
bieżące	b i e Z oc5 c e
bieżącego	b i e Z oc5 c e g o
bieżąco	b i e Z oc5 c o
bieżących	b i e Z oc5 c i2 h
bieżącą	b i e Z oc5 c oc5
bigos	b i g o s
bijatyki	b i j a t i2 k i
bijatykom	b i j a t i2 k o m
bije	b i j e
bijou	b i j o u
biją	b i j oc5
bijąc	b i j oc5 c
bijącego	b i j oc5 c e g o
biję	b i j e
bik	b e i k a
bilansie	b i l a n sj e
bilansu	b i l a n s u
bilansujemy	b i l a n s u j e m i2
bilateralną	b i l a t e r a l n oc5
bilecie	b i l e tsj e
bilet	b i l e t
biletu	b i l e t u
bilety	b i l e t i2
biletów	b i l e t u v
bili	b i l j
biljana	b i l j a n a
bill	b i l l
billboard	b i l l b o a r d
billem	b i l l e m
bilonem	b i l o n e m
bilonie	b i l o n i e
bimbru	b i m b r u
biochemia	b i o h e m i a
biochemik	b i o h e m i k
biodiesel	b i o d j e s e l
biodiesla	b i o d j e s l a
bioetanol	b i o e t a n o l
bioetanolu	b i o e t a n o l u
bioetanoł	b i o e t a n o w
biografii	b i o g r a f i i
biologicznej	b i o l o g i tS n e j
biologicznych	b i o l o g i tS n i2 h
biologiczną	b i o l o g i tS n oc5
biologii	b i o l o g i i
biomasę	b i o m a s e
biopaliw	b i o p a l j v
biopaliwach	b i o p a l j v a h
biorą	b i o r oc5
biorąc	b i o r oc5 c
biorę	b i o r e
biotechnologii	b i o t e h n o l o g i i
biproskór	b i p r o s k u r
bischofshofen	b i s h o f s h o f e n
biskup	b i s k u p
biskupa	b i s k u p a
biskupem	b i s k u p e m
biskupi	b i s k u p i
biskupiej	b i s k u p i e j
biskupowi	b i s k u p o v i
biskupstwo	b i s k u p s t f o
biskupów	b i s k u p u v
bito	b i t o
bitwa	b i t f a
bitwie	b i t f i e
bitwy	b i t f i2
biuletynie	b i u l e t i2 n i e
biur	b i u r
biura	b i u r a
biurach	b i u r a h
biurkach	b i u r k a h
biurko	b i u r k o
biurku	b i u r k u
biuro	b i u r o
biurokratycznym	b i u r o k r a t i2 tS n i2 m
biurokratyczną	b i u r o k r a t i2 tS n oc5
biurowca	b i u r o v c a
biurowcem	b i u r o v c e m
biurowe	b i u r o v e
biurowych	b i u r o v i2 h
biurową	b i u r o v oc5
biurze	b i u Z e
biustonosz	b i u s t o n o S
bizeta	b i z e t a
biznes	b i z n e s
biznesem	b i z n e s e m
biznesie	b i z n e sj e
biznesmenami	b i z n e s m e n a m i
biznesmeni	b i z n e s m e n i
biznesowej	b i z n e s o v e j
biznesowych	b i z n e s o v i2 h
biznesplan	b i z n e s p l a n
biznesplanami	b i z n e s p l a n a m i
biznesplanu	b i z n e s p l a n u
biznesplanów	b i z n e s p l a n u v
biznesu	b i z n e s u
biznesy	b i z n e s i2
bić	b i tsj
biły	b i w i2
biżuterią	b i Z u t e r j oc5
blacharkę	b l a h a r k e
blacharze	b l a h a Z e
blachy	b l a h i2
black	b l a c k
bladł	b l a d w
blair	b l a i r
blaira	b l a i r a
blairowi	b l a i r o v i
blajer	b l a j e r
blanc	b l a n c
blandrata	b l a n d r a t a
blasku	b l a s k u
blaszana	b l a S a n a
blazy	b l a z i2
blichtrem	b l j h t r e m
bliksa	b l j k s a
bliscy	b l j s c i2
bliska	b l j s k a
bliski	b l j s k i
bliskich	b l j s k i h
bliskie	b l j s k i e
bliskiego	b l j s k i e g o
bliskiej	b l j s k i e j
bliskim	b l j s k i m
blisko	b l j s k o
bliskowschodnie	b l j s k o v s h o d n i e
bliskości	b l j s k o sj tsj i
bliską	b l j s k oc5
blix	b l j k s
blizny	b l j z n i2
bliźniaczych	b l j zj n i a tS i2 h
bliźniaczą	b l j zj n i a tS oc5
bliźniego	b l j zj n i e g o
bliżej	b l j Z e j
bliższa	b l j Z S a
bliższy	b l j Z S i2
bliższych	b l j Z S i2 h
bliższym	b l j Z S i2 m
bloch	b l o h
bloczka	b l o tS k a
bloczki	b l o tS k i
bloczków	b l o tS k u v
blokach	b l o k a h
blokad	b l o k a d
bloki	b l o k i
blokierzy	b l o k i e Z i2
